Тип ссылки,Источник,Назначение,Исходное назначение,Анкор,Alt текст,Follow,Позиция ссылки,Категория позиции,Путь ссылки,Происхождение,Статус код
Hyperlink,https://longwang.ru/supplies-services-china/parallelnyj-import-is-kitaya/brands/smc-product-supplies/,https://longwang.ru/supplies-services-china/autsorsing-ved/platezhi-v-kitai/,https://longwang.ru/supplies-services-china/autsorsing-ved/platezhi-v-kitai/,Платежи в Китай,,true,Navigation,Navigation,//body/div/header/div/div/div[@class='header__right']/div/nav/ul/li[@id='nav-menu-item-1106']/ul/li[@id='nav-menu-item-1110']/ul/li[@id='nav-menu-item-3920']/div/a,HTML,200
Hyperlink,https://longwang.ru/supplies-services-china/parallelnyj-import-is-kitaya/brands/flender-siemens-equipment/,https://longwang.ru/supplies-services-china/autsorsing-ved/platezhi-v-kitai/,https://longwang.ru/supplies-services-china/autsorsing-ved/platezhi-v-kitai/,Платежи в Китай,,true,Navigation,Navigation,//body/div/header/div/div/div[@class='header__right']/div/nav/ul/li[@id='nav-menu-item-1106']/ul/li[@id='nav-menu-item-1110']/ul/li[@id='nav-menu-item-3920']/div/a,HTML,200
Hyperlink,https://longwang.ru/supplies-services-china/parallelnyj-import-is-kitaya/brands/airtac-supple-china/,https://longwang.ru/supplies-services-china/autsorsing-ved/platezhi-v-kitai/,https://longwang.ru/supplies-services-china/autsorsing-ved/platezhi-v-kitai/,Платежи в Китай,,true,Navigation,Navigation,//body/div/header/div/div/div[@class='header__right']/div/nav/ul/li[@id='nav-menu-item-1106']/ul/li[@id='nav-menu-item-1110']/ul/li[@id='nav-menu-item-3920']/div/a,HTML,200
Hyperlink,https://longwang.ru/supplies-services-china/parallelnyj-import-is-kitaya/brands/xinyak-product-supplies/,https://longwang.ru/supplies-services-china/autsorsing-ved/platezhi-v-kitai/,https://longwang.ru/supplies-services-china/autsorsing-ved/platezhi-v-kitai/,Платежи в Китай,,true,Navigation,Navigation,//body/div/header/div/div/div[@class='header__right']/div/nav/ul/li[@id='nav-menu-item-1106']/ul/li[@id='nav-menu-item-1110']/ul/li[@id='nav-menu-item-3920']/div/a,HTML,200
Hyperlink,https://longwang.ru/supplies-services-china/parallelnyj-import-is-kitaya/brands/schneider-electric-supply/,https://longwang.ru/supplies-services-china/autsorsing-ved/platezhi-v-kitai/,https://longwang.ru/supplies-services-china/autsorsing-ved/platezhi-v-kitai/,Платежи в Китай,,true,Navigation,Navigation,//body/div/header/div/div/div[@class='header__right']/div/nav/ul/li[@id='nav-menu-item-1106']/ul/li[@id='nav-menu-item-1110']/ul/li[@id='nav-menu-item-3920']/div/a,HTML,200
Hyperlink,https://longwang.ru/supplies-services-china/parallelnyj-import-is-kitaya/brands/eaton-supply-china/,https://longwang.ru/supplies-services-china/autsorsing-ved/platezhi-v-kitai/,https://longwang.ru/supplies-services-china/autsorsing-ved/platezhi-v-kitai/,Платежи в Китай,,true,Navigation,Navigation,//body/div/header/div/div/div[@class='header__right']/div/nav/ul/li[@id='nav-menu-item-1106']/ul/li[@id='nav-menu-item-1110']/ul/li[@id='nav-menu-item-3920']/div/a,HTML,200
Hyperlink,https://longwang.ru/supplies-services-china/parallelnyj-import-is-kitaya/brands/danfoss-product-supplies/,https://longwang.ru/supplies-services-china/autsorsing-ved/platezhi-v-kitai/,https://longwang.ru/supplies-services-china/autsorsing-ved/platezhi-v-kitai/,Платежи в Китай,,true,Navigation,Navigation,//body/div/header/div/div/div[@class='header__right']/div/nav/ul/li[@id='nav-menu-item-1106']/ul/li[@id='nav-menu-item-1110']/ul/li[@id='nav-menu-item-3920']/div/a,HTML,200
Hyperlink,https://longwang.ru/supplies-services-china/parallelnyj-import-is-kitaya/brands/hydac-equipment-buy/,https://longwang.ru/supplies-services-china/autsorsing-ved/platezhi-v-kitai/,https://longwang.ru/supplies-services-china/autsorsing-ved/platezhi-v-kitai/,Платежи в Китай,,true,Navigation,Navigation,//body/div/header/div/div/div[@class='header__right']/div/nav/ul/li[@id='nav-menu-item-1106']/ul/li[@id='nav-menu-item-1110']/ul/li[@id='nav-menu-item-3920']/div/a,HTML,200
Hyperlink,https://longwang.ru/supplies-services-china/parallelnyj-import-is-kitaya/brands/pilz-equipment/,https://longwang.ru/supplies-services-china/autsorsing-ved/platezhi-v-kitai/,https://longwang.ru/supplies-services-china/autsorsing-ved/platezhi-v-kitai/,Платежи в Китай,,true,Navigation,Navigation,//body/div/header/div/div/div[@class='header__right']/div/nav/ul/li[@id='nav-menu-item-1106']/ul/li[@id='nav-menu-item-1110']/ul/li[@id='nav-menu-item-3920']/div/a,HTML,200
Hyperlink,https://longwang.ru/supplies-services-china/parallelnyj-import-is-kitaya/brands/wilo-product-supplies/,https://longwang.ru/supplies-services-china/autsorsing-ved/platezhi-v-kitai/,https://longwang.ru/supplies-services-china/autsorsing-ved/platezhi-v-kitai/,Платежи в Китай,,true,Navigation,Navigation,//body/div/header/div/div/div[@class='header__right']/div/nav/ul/li[@id='nav-menu-item-1106']/ul/li[@id='nav-menu-item-1110']/ul/li[@id='nav-menu-item-3920']/div/a,HTML,200
Hyperlink,https://longwang.ru/supplies-services-china/parallelnyj-import-is-kitaya/brands/cummins-product-supplies/,https://longwang.ru/supplies-services-china/autsorsing-ved/platezhi-v-kitai/,https://longwang.ru/supplies-services-china/autsorsing-ved/platezhi-v-kitai/,Платежи в Китай,,true,Navigation,Navigation,//body/div/header/div/div/div[@class='header__right']/div/nav/ul/li[@id='nav-menu-item-1106']/ul/li[@id='nav-menu-item-1110']/ul/li[@id='nav-menu-item-3920']/div/a,HTML,200
Hyperlink,https://longwang.ru/supplies-services-china/parallelnyj-import-is-kitaya/brands/honeywell-supply/,https://longwang.ru/supplies-services-china/autsorsing-ved/platezhi-v-kitai/,https://longwang.ru/supplies-services-china/autsorsing-ved/platezhi-v-kitai/,Платежи в Китай,,true,Navigation,Navigation,//body/div/header/div/div/div[@class='header__right']/div/nav/ul/li[@id='nav-menu-item-1106']/ul/li[@id='nav-menu-item-1110']/ul/li[@id='nav-menu-item-3920']/div/a,HTML,200
Hyperlink,https://longwang.ru/supplies-services-china/parallelnyj-import-is-kitaya/brands/duplomatic-products-supply/,https://longwang.ru/supplies-services-china/autsorsing-ved/platezhi-v-kitai/,https://longwang.ru/supplies-services-china/autsorsing-ved/platezhi-v-kitai/,Платежи в Китай,,true,Navigation,Navigation,//body/div/header/div/div/div[@class='header__right']/div/nav/ul/li[@id='nav-menu-item-1106']/ul/li[@id='nav-menu-item-1110']/ul/li[@id='nav-menu-item-3920']/div/a,HTML,200
Hyperlink,https://longwang.ru/supplies-services-china/parallelnyj-import-is-kitaya/brands/curtis-instruments-product-supplies/,https://longwang.ru/supplies-services-china/autsorsing-ved/platezhi-v-kitai/,https://longwang.ru/supplies-services-china/autsorsing-ved/platezhi-v-kitai/,Платежи в Китай,,true,Navigation,Navigation,//body/div/header/div/div/div[@class='header__right']/div/nav/ul/li[@id='nav-menu-item-1106']/ul/li[@id='nav-menu-item-1110']/ul/li[@id='nav-menu-item-3920']/div/a,HTML,200
Hyperlink,https://longwang.ru/supplies-services-china/parallelnyj-import-is-kitaya/brands/baluff-sensors/,https://longwang.ru/supplies-services-china/autsorsing-ved/platezhi-v-kitai/,https://longwang.ru/supplies-services-china/autsorsing-ved/platezhi-v-kitai/,Платежи в Китай,,true,Navigation,Navigation,//body/div/header/div/div/div[@class='header__right']/div/nav/ul/li[@id='nav-menu-item-1106']/ul/li[@id='nav-menu-item-1110']/ul/li[@id='nav-menu-item-3920']/div/a,HTML,200
Hyperlink,https://longwang.ru/supplies-services-china/parallelnyj-import-is-kitaya/brands/baumer-sensors-order/,https://longwang.ru/supplies-services-china/autsorsing-ved/platezhi-v-kitai/,https://longwang.ru/supplies-services-china/autsorsing-ved/platezhi-v-kitai/,Платежи в Китай,,true,Navigation,Navigation,//body/div/header/div/div/div[@class='header__right']/div/nav/ul/li[@id='nav-menu-item-1106']/ul/li[@id='nav-menu-item-1110']/ul/li[@id='nav-menu-item-3920']/div/a,HTML,200
Hyperlink,https://longwang.ru/supplies-services-china/parallelnyj-import-is-kitaya/brands/festo-equipment-supplies/,https://longwang.ru/supplies-services-china/autsorsing-ved/platezhi-v-kitai/,https://longwang.ru/supplies-services-china/autsorsing-ved/platezhi-v-kitai/,Платежи в Китай,,true,Navigation,Navigation,//body/div/header/div/div/div[@class='header__right']/div/nav/ul/li[@id='nav-menu-item-1106']/ul/li[@id='nav-menu-item-1110']/ul/li[@id='nav-menu-item-3920']/div/a,HTML,200
Hyperlink,https://longwang.ru/supplies-services-china/parallelnyj-import-is-kitaya/brands/lenze-supply-russia/,https://longwang.ru/supplies-services-china/autsorsing-ved/platezhi-v-kitai/,https://longwang.ru/supplies-services-china/autsorsing-ved/platezhi-v-kitai/,Платежи в Китай,,true,Navigation,Navigation,//body/div/header/div/div/div[@class='header__right']/div/nav/ul/li[@id='nav-menu-item-1106']/ul/li[@id='nav-menu-item-1110']/ul/li[@id='nav-menu-item-3920']/div/a,HTML,200
Hyperlink,https://longwang.ru/supplies-services-china/parallelnyj-import-is-kitaya/brands/turck-product-supplies/,https://longwang.ru/supplies-services-china/autsorsing-ved/platezhi-v-kitai/,https://longwang.ru/supplies-services-china/autsorsing-ved/platezhi-v-kitai/,Платежи в Китай,,true,Navigation,Navigation,//body/div/header/div/div/div[@class='header__right']/div/nav/ul/li[@id='nav-menu-item-1106']/ul/li[@id='nav-menu-item-1110']/ul/li[@id='nav-menu-item-3920']/div/a,HTML,200
Hyperlink,https://longwang.ru/international/keetay-nasheemee-partnyeramee/,https://longwang.ru/supplies-services-china/autsorsing-ved/platezhi-v-kitai/,https://longwang.ru/supplies-services-china/autsorsing-ved/platezhi-v-kitai/,Платежи в Китай,,true,Navigation,Navigation,//body/div/header/div/div/div[@class='header__right']/div/nav/ul/li[@id='nav-menu-item-1106']/ul/li[@id='nav-menu-item-1110']/ul/li[@id='nav-menu-item-3920']/div/a,HTML,200
Hyperlink,https://longwang.ru/posledniye-novosti-iz-kitaya/page/2/,https://longwang.ru/supplies-services-china/autsorsing-ved/platezhi-v-kitai/,https://longwang.ru/supplies-services-china/autsorsing-ved/platezhi-v-kitai/,Платежи в Китай,,true,Navigation,Navigation,//body/div/header/div/div/div[@class='header__right']/div/nav/ul/li[@id='nav-menu-item-1106']/ul/li[@id='nav-menu-item-1110']/ul/li[@id='nav-menu-item-3920']/div/a,HTML,200
Hyperlink,https://longwang.ru/useful-articles/kak-dostavit-gruz-iz-kitaya/,https://longwang.ru/supplies-services-china/autsorsing-ved/platezhi-v-kitai/,https://longwang.ru/supplies-services-china/autsorsing-ved/platezhi-v-kitai/,Платежи в Китай,,true,Navigation,Navigation,//body/div/header/div/div/div[@class='header__right']/div/nav/ul/li[@id='nav-menu-item-1106']/ul/li[@id='nav-menu-item-1110']/ul/li[@id='nav-menu-item-3920']/div/a,HTML,200
Hyperlink,https://longwang.ru/useful-articles/kupit-elektroniku-nesmotrya-na-sankczii/,https://longwang.ru/supplies-services-china/autsorsing-ved/platezhi-v-kitai/,https://longwang.ru/supplies-services-china/autsorsing-ved/platezhi-v-kitai/,Платежи в Китай,,true,Navigation,Navigation,//body/div/header/div/div/div[@class='header__right']/div/nav/ul/li[@id='nav-menu-item-1106']/ul/li[@id='nav-menu-item-1110']/ul/li[@id='nav-menu-item-3920']/div/a,HTML,200
Hyperlink,https://longwang.ru/useful-articles/purchase-of-construction-equipment/,https://longwang.ru/supplies-services-china/autsorsing-ved/platezhi-v-kitai/,https://longwang.ru/supplies-services-china/autsorsing-ved/platezhi-v-kitai/,Платежи в Китай,,true,Navigation,Navigation,//body/div/header/div/div/div[@class='header__right']/div/nav/ul/li[@id='nav-menu-item-1106']/ul/li[@id='nav-menu-item-1110']/ul/li[@id='nav-menu-item-3920']/div/a,HTML,200
Hyperlink,https://longwang.ru/useful-articles/cargo-dostavka-iz-kitaya-v-rossiyu/,https://longwang.ru/supplies-services-china/autsorsing-ved/platezhi-v-kitai/,https://longwang.ru/supplies-services-china/autsorsing-ved/platezhi-v-kitai/,Платежи в Китай,,true,Navigation,Navigation,//body/div/header/div/div/div[@class='header__right']/div/nav/ul/li[@id='nav-menu-item-1106']/ul/li[@id='nav-menu-item-1110']/ul/li[@id='nav-menu-item-3920']/div/a,HTML,200
Hyperlink,https://longwang.ru/useful-articles/industrial-thermo-guide/,https://longwang.ru/supplies-services-china/autsorsing-ved/platezhi-v-kitai/,https://longwang.ru/supplies-services-china/autsorsing-ved/platezhi-v-kitai/,Платежи в Китай,,true,Navigation,Navigation,//body/div/header/div/div/div[@class='header__right']/div/nav/ul/li[@id='nav-menu-item-1106']/ul/li[@id='nav-menu-item-1110']/ul/li[@id='nav-menu-item-3920']/div/a,HTML,200
Hyperlink,https://longwang.ru/novosti-is-kitaya/spros-na-kitajskie-brendy-televizorov/,https://longwang.ru/supplies-services-china/autsorsing-ved/platezhi-v-kitai/,https://longwang.ru/supplies-services-china/autsorsing-ved/platezhi-v-kitai/,Платежи в Китай,,true,Navigation,Navigation,//body/div/header/div/div/div[@class='header__right']/div/nav/ul/li[@id='nav-menu-item-1106']/ul/li[@id='nav-menu-item-1110']/ul/li[@id='nav-menu-item-3920']/div/a,HTML,200
Hyperlink,https://longwang.ru/useful-articles/find-chinese-supplier/,https://longwang.ru/supplies-services-china/autsorsing-ved/platezhi-v-kitai/,https://longwang.ru/supplies-services-china/autsorsing-ved/platezhi-v-kitai/,Платежи в Китай,,true,Navigation,Navigation,//body/div/header/div/div/div[@class='header__right']/div/nav/ul/li[@id='nav-menu-item-1106']/ul/li[@id='nav-menu-item-1110']/ul/li[@id='nav-menu-item-3920']/div/a,HTML,200
Hyperlink,https://longwang.ru/useful-articles/,https://longwang.ru/supplies-services-china/autsorsing-ved/platezhi-v-kitai/,https://longwang.ru/supplies-services-china/autsorsing-ved/platezhi-v-kitai/,Платежи в Китай,,true,Navigation,Navigation,//body/div/header/div/div/div[@class='header__right']/div/nav/ul/li[@id='nav-menu-item-1106']/ul/li[@id='nav-menu-item-1110']/ul/li[@id='nav-menu-item-3920']/div/a,HTML,200
Hyperlink,https://longwang.ru/useful-articles/laboratory-thermo-equipment/,https://longwang.ru/supplies-services-china/autsorsing-ved/platezhi-v-kitai/,https://longwang.ru/supplies-services-china/autsorsing-ved/platezhi-v-kitai/,Платежи в Китай,,true,Navigation,Navigation,//body/div/header/div/div/div[@class='header__right']/div/nav/ul/li[@id='nav-menu-item-1106']/ul/li[@id='nav-menu-item-1110']/ul/li[@id='nav-menu-item-3920']/div/a,HTML,200
Hyperlink,https://longwang.ru/international/,https://longwang.ru/supplies-services-china/autsorsing-ved/platezhi-v-kitai/,https://longwang.ru/supplies-services-china/autsorsing-ved/platezhi-v-kitai/,Платежи в Китай,,true,Navigation,Navigation,//body/div/header/div/div/div[@class='header__right']/div/nav/ul/li[@id='nav-menu-item-1106']/ul/li[@id='nav-menu-item-1110']/ul/li[@id='nav-menu-item-3920']/div/a,HTML,200
Hyperlink,https://longwang.ru/novosti-is-kitaya/kitajskie-akczii-v-rossii/,https://longwang.ru/supplies-services-china/autsorsing-ved/platezhi-v-kitai/,https://longwang.ru/supplies-services-china/autsorsing-ved/platezhi-v-kitai/,Платежи в Китай,,true,Navigation,Navigation,//body/div/header/div/div/div[@class='header__right']/div/nav/ul/li[@id='nav-menu-item-1106']/ul/li[@id='nav-menu-item-1110']/ul/li[@id='nav-menu-item-3920']/div/a,HTML,200
Hyperlink,https://longwang.ru/novosti-is-kitaya/,https://longwang.ru/supplies-services-china/autsorsing-ved/platezhi-v-kitai/,https://longwang.ru/supplies-services-china/autsorsing-ved/platezhi-v-kitai/,Платежи в Китай,,true,Navigation,Navigation,//body/div/header/div/div/div[@class='header__right']/div/nav/ul/li[@id='nav-menu-item-1106']/ul/li[@id='nav-menu-item-1110']/ul/li[@id='nav-menu-item-3920']/div/a,HTML,200
Hyperlink,https://longwang.ru/posledniye-novosti-iz-kitaya/page/10/,https://longwang.ru/supplies-services-china/autsorsing-ved/platezhi-v-kitai/,https://longwang.ru/supplies-services-china/autsorsing-ved/platezhi-v-kitai/,Платежи в Китай,,true,Navigation,Navigation,//body/div/header/div/div/div[@class='header__right']/div/nav/ul/li[@id='nav-menu-item-1106']/ul/li[@id='nav-menu-item-1110']/ul/li[@id='nav-menu-item-3920']/div/a,HTML,200
Hyperlink,https://longwang.ru/useful-articles/page/7/,https://longwang.ru/supplies-services-china/autsorsing-ved/platezhi-v-kitai/,https://longwang.ru/supplies-services-china/autsorsing-ved/platezhi-v-kitai/,Платежи в Китай,,true,Navigation,Navigation,//body/div/header/div/div/div[@class='header__right']/div/nav/ul/li[@id='nav-menu-item-1106']/ul/li[@id='nav-menu-item-1110']/ul/li[@id='nav-menu-item-3920']/div/a,HTML,200
Hyperlink,https://longwang.ru/novosti-is-kitaya/page/2/,https://longwang.ru/supplies-services-china/autsorsing-ved/platezhi-v-kitai/,https://longwang.ru/supplies-services-china/autsorsing-ved/platezhi-v-kitai/,Платежи в Китай,,true,Navigation,Navigation,//body/div/header/div/div/div[@class='header__right']/div/nav/ul/li[@id='nav-menu-item-1106']/ul/li[@id='nav-menu-item-1110']/ul/li[@id='nav-menu-item-3920']/div/a,HTML,200
Hyperlink,https://longwang.ru/useful-articles/product-samples/,https://longwang.ru/supplies-services-china/autsorsing-ved/platezhi-v-kitai/,https://longwang.ru/supplies-services-china/autsorsing-ved/platezhi-v-kitai/,Платежи в Китай,,true,Navigation,Navigation,//body/div/header/div/div/div[@class='header__right']/div/nav/ul/li[@id='nav-menu-item-1106']/ul/li[@id='nav-menu-item-1110']/ul/li[@id='nav-menu-item-3920']/div/a,HTML,200
Hyperlink,https://longwang.ru/useful-articles/negotiations-with-chinese-partners/,https://longwang.ru/supplies-services-china/autsorsing-ved/platezhi-v-kitai/,https://longwang.ru/supplies-services-china/autsorsing-ved/platezhi-v-kitai/,Платежи в Китай,,true,Navigation,Navigation,//body/div/header/div/div/div[@class='header__right']/div/nav/ul/li[@id='nav-menu-item-1106']/ul/li[@id='nav-menu-item-1110']/ul/li[@id='nav-menu-item-3920']/div/a,HTML,200
Hyperlink,https://longwang.ru/useful-articles/shipping-cost/,https://longwang.ru/supplies-services-china/autsorsing-ved/platezhi-v-kitai/,https://longwang.ru/supplies-services-china/autsorsing-ved/platezhi-v-kitai/,Платежи в Китай,,true,Navigation,Navigation,//body/div/header/div/div/div[@class='header__right']/div/nav/ul/li[@id='nav-menu-item-1106']/ul/li[@id='nav-menu-item-1110']/ul/li[@id='nav-menu-item-3920']/div/a,HTML,200
Hyperlink,https://longwang.ru/posledniye-novosti-iz-kitaya/page/9/,https://longwang.ru/supplies-services-china/autsorsing-ved/platezhi-v-kitai/,https://longwang.ru/supplies-services-china/autsorsing-ved/platezhi-v-kitai/,Платежи в Китай,,true,Navigation,Navigation,//body/div/header/div/div/div[@class='header__right']/div/nav/ul/li[@id='nav-menu-item-1106']/ul/li[@id='nav-menu-item-1110']/ul/li[@id='nav-menu-item-3920']/div/a,HTML,200
Hyperlink,https://longwang.ru/novosti-is-kitaya/itogi-rasprodazhi-11-11/,https://longwang.ru/supplies-services-china/autsorsing-ved/platezhi-v-kitai/,https://longwang.ru/supplies-services-china/autsorsing-ved/platezhi-v-kitai/,Платежи в Китай,,true,Navigation,Navigation,//body/div/header/div/div/div[@class='header__right']/div/nav/ul/li[@id='nav-menu-item-1106']/ul/li[@id='nav-menu-item-1110']/ul/li[@id='nav-menu-item-3920']/div/a,HTML,200
Hyperlink,https://longwang.ru/novosti-is-kitaya/xiaomi-vvoz-noutbukov-v-rossiyu/,https://longwang.ru/supplies-services-china/autsorsing-ved/platezhi-v-kitai/,https://longwang.ru/supplies-services-china/autsorsing-ved/platezhi-v-kitai/,Платежи в Китай,,true,Navigation,Navigation,//body/div/header/div/div/div[@class='header__right']/div/nav/ul/li[@id='nav-menu-item-1106']/ul/li[@id='nav-menu-item-1110']/ul/li[@id='nav-menu-item-3920']/div/a,HTML,200
Hyperlink,https://longwang.ru/novosti-is-kitaya/caterpillar-postavki-2022/,https://longwang.ru/supplies-services-china/autsorsing-ved/platezhi-v-kitai/,https://longwang.ru/supplies-services-china/autsorsing-ved/platezhi-v-kitai/,Платежи в Китай,,true,Navigation,Navigation,//body/div/header/div/div/div[@class='header__right']/div/nav/ul/li[@id='nav-menu-item-1106']/ul/li[@id='nav-menu-item-1110']/ul/li[@id='nav-menu-item-3920']/div/a,HTML,200
Hyperlink,https://longwang.ru/novosti-is-kitaya/kitajskie-drony-mirovoj-trend/,https://longwang.ru/supplies-services-china/autsorsing-ved/platezhi-v-kitai/,https://longwang.ru/supplies-services-china/autsorsing-ved/platezhi-v-kitai/,Платежи в Китай,,true,Navigation,Navigation,//body/div/header/div/div/div[@class='header__right']/div/nav/ul/li[@id='nav-menu-item-1106']/ul/li[@id='nav-menu-item-1110']/ul/li[@id='nav-menu-item-3920']/div/a,HTML,200
Hyperlink,https://longwang.ru/novosti-is-kitaya/prekrascheniye-raboty-kitayskogo-banka-s-rossiyey/,https://longwang.ru/supplies-services-china/autsorsing-ved/platezhi-v-kitai/,https://longwang.ru/supplies-services-china/autsorsing-ved/platezhi-v-kitai/,Платежи в Китай,,true,Navigation,Navigation,//body/div/header/div/div/div[@class='header__right']/div/nav/ul/li[@id='nav-menu-item-1106']/ul/li[@id='nav-menu-item-1110']/ul/li[@id='nav-menu-item-3920']/div/a,HTML,200
Hyperlink,https://longwang.ru/novosti-is-kitaya/portah-dalnego-vostoka/,https://longwang.ru/supplies-services-china/autsorsing-ved/platezhi-v-kitai/,https://longwang.ru/supplies-services-china/autsorsing-ved/platezhi-v-kitai/,Платежи в Китай,,true,Navigation,Navigation,//body/div/header/div/div/div[@class='header__right']/div/nav/ul/li[@id='nav-menu-item-1106']/ul/li[@id='nav-menu-item-1110']/ul/li[@id='nav-menu-item-3920']/div/a,HTML,200
Hyperlink,https://longwang.ru/international/speczialnye-ekonomicheskie-zony-v-kitae/,https://longwang.ru/supplies-services-china/autsorsing-ved/platezhi-v-kitai/,https://longwang.ru/supplies-services-china/autsorsing-ved/platezhi-v-kitai/,Платежи в Китай,,true,Navigation,Navigation,//body/div/header/div/div/div[@class='header__right']/div/nav/ul/li[@id='nav-menu-item-1106']/ul/li[@id='nav-menu-item-1110']/ul/li[@id='nav-menu-item-3920']/div/a,HTML,200
Hyperlink,https://longwang.ru/international/import-v-kitaj/,https://longwang.ru/supplies-services-china/autsorsing-ved/platezhi-v-kitai/,https://longwang.ru/supplies-services-china/autsorsing-ved/platezhi-v-kitai/,Платежи в Китай,,true,Navigation,Navigation,//body/div/header/div/div/div[@class='header__right']/div/nav/ul/li[@id='nav-menu-item-1106']/ul/li[@id='nav-menu-item-1110']/ul/li[@id='nav-menu-item-3920']/div/a,HTML,200
Hyperlink,https://longwang.ru/international/tovarooborot-rossii-i-kitaya-stavit-rekordy/,https://longwang.ru/supplies-services-china/autsorsing-ved/platezhi-v-kitai/,https://longwang.ru/supplies-services-china/autsorsing-ved/platezhi-v-kitai/,Платежи в Китай,,true,Navigation,Navigation,//body/div/header/div/div/div[@class='header__right']/div/nav/ul/li[@id='nav-menu-item-1106']/ul/li[@id='nav-menu-item-1110']/ul/li[@id='nav-menu-item-3920']/div/a,HTML,200
Hyperlink,https://longwang.ru/international/volna-kitayskogo-eksporta/,https://longwang.ru/supplies-services-china/autsorsing-ved/platezhi-v-kitai/,https://longwang.ru/supplies-services-china/autsorsing-ved/platezhi-v-kitai/,Платежи в Китай,,true,Navigation,Navigation,//body/div/header/div/div/div[@class='header__right']/div/nav/ul/li[@id='nav-menu-item-1106']/ul/li[@id='nav-menu-item-1110']/ul/li[@id='nav-menu-item-3920']/div/a,HTML,200
Hyperlink,https://longwang.ru/international/prodazhee-keetayiskeeh-bryendov/,https://longwang.ru/supplies-services-china/autsorsing-ved/platezhi-v-kitai/,https://longwang.ru/supplies-services-china/autsorsing-ved/platezhi-v-kitai/,Платежи в Китай,,true,Navigation,Navigation,//body/div/header/div/div/div[@class='header__right']/div/nav/ul/li[@id='nav-menu-item-1106']/ul/li[@id='nav-menu-item-1110']/ul/li[@id='nav-menu-item-3920']/div/a,HTML,200
Hyperlink,https://longwang.ru/international/proizvodstvo-plastmassovyh-izdelij-v-kitae/,https://longwang.ru/supplies-services-china/autsorsing-ved/platezhi-v-kitai/,https://longwang.ru/supplies-services-china/autsorsing-ved/platezhi-v-kitai/,Платежи в Китай,,true,Navigation,Navigation,//body/div/header/div/div/div[@class='header__right']/div/nav/ul/li[@id='nav-menu-item-1106']/ul/li[@id='nav-menu-item-1110']/ul/li[@id='nav-menu-item-3920']/div/a,HTML,200
Hyperlink,https://longwang.ru/international/kitajskaya-kosmeticheskaya-industriya/,https://longwang.ru/supplies-services-china/autsorsing-ved/platezhi-v-kitai/,https://longwang.ru/supplies-services-china/autsorsing-ved/platezhi-v-kitai/,Платежи в Китай,,true,Navigation,Navigation,//body/div/header/div/div/div[@class='header__right']/div/nav/ul/li[@id='nav-menu-item-1106']/ul/li[@id='nav-menu-item-1110']/ul/li[@id='nav-menu-item-3920']/div/a,HTML,200
Hyperlink,https://longwang.ru/useful-articles/page/3/,https://longwang.ru/supplies-services-china/autsorsing-ved/platezhi-v-kitai/,https://longwang.ru/supplies-services-china/autsorsing-ved/platezhi-v-kitai/,Платежи в Китай,,true,Navigation,Navigation,//body/div/header/div/div/div[@class='header__right']/div/nav/ul/li[@id='nav-menu-item-1106']/ul/li[@id='nav-menu-item-1110']/ul/li[@id='nav-menu-item-3920']/div/a,HTML,200
Hyperlink,https://longwang.ru/useful-articles/page/2/,https://longwang.ru/supplies-services-china/autsorsing-ved/platezhi-v-kitai/,https://longwang.ru/supplies-services-china/autsorsing-ved/platezhi-v-kitai/,Платежи в Китай,,true,Navigation,Navigation,//body/div/header/div/div/div[@class='header__right']/div/nav/ul/li[@id='nav-menu-item-1106']/ul/li[@id='nav-menu-item-1110']/ul/li[@id='nav-menu-item-3920']/div/a,HTML,200
Hyperlink,https://longwang.ru/useful-articles/kak-kupit-oborudovanie-kitay/,https://longwang.ru/supplies-services-china/autsorsing-ved/platezhi-v-kitai/,https://longwang.ru/supplies-services-china/autsorsing-ved/platezhi-v-kitai/,Платежи в Китай,,true,Navigation,Navigation,//body/div/header/div/div/div[@class='header__right']/div/nav/ul/li[@id='nav-menu-item-1106']/ul/li[@id='nav-menu-item-1110']/ul/li[@id='nav-menu-item-3920']/div/a,HTML,200
Hyperlink,https://longwang.ru/useful-articles/popular-products-china/,https://longwang.ru/supplies-services-china/autsorsing-ved/platezhi-v-kitai/,https://longwang.ru/supplies-services-china/autsorsing-ved/platezhi-v-kitai/,Платежи в Китай,,true,Navigation,Navigation,//body/div/header/div/div/div[@class='header__right']/div/nav/ul/li[@id='nav-menu-item-1106']/ul/li[@id='nav-menu-item-1110']/ul/li[@id='nav-menu-item-3920']/div/a,HTML,200
Hyperlink,https://longwang.ru/useful-articles/incorrect-labeling/,https://longwang.ru/supplies-services-china/autsorsing-ved/platezhi-v-kitai/,https://longwang.ru/supplies-services-china/autsorsing-ved/platezhi-v-kitai/,Платежи в Китай,,true,Navigation,Navigation,//body/div/header/div/div/div[@class='header__right']/div/nav/ul/li[@id='nav-menu-item-1106']/ul/li[@id='nav-menu-item-1110']/ul/li[@id='nav-menu-item-3920']/div/a,HTML,200
